Financial Year,URN,Identifier,Recipient Org:Name,Title,Amount Awarded,Award Date,Currency,Grant Programme:Title,Main_Sport,Region,Local_Authority,Parliamentary_Constituency,Organisation Type,Funding Org:Identifier,Funding Org:Name,Data source,Last modified
2011/2012,20087964,360G-ACW-20087964,British Cycling Federation,NGB Funding 2009-13,3887328,2011-04-07,GBP,Whole Sport Plan,Cycling,North West,Manchester,Manchester Central,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2011/2012,20087964,360G-ACW-20087964,British Cycling Federation,NGB Funding 2009-13,20465,2011-12-06,GBP,School Games,Cycling,North West,Manchester,Manchester Central,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2011/2012,20087964,360G-ACW-20087964,British Cycling Federation,NGB Funding 2009-13,16535,2012-02-28,GBP,Whole Sport Plan,Cycling,North West,Manchester,Manchester Central,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2011/2012,20087965,360G-ACW-20087965,British Equestrian Federation,NGB Funding 2009-13,287424,2011-04-07,GBP,Whole Sport Plan,Equestrian,West Midlands,Warwick,Kenilworth and Southam,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2011/2012,20087967,360G-ACW-20087967,British Fencing Association,NGB Funding 2009-13,144551,2011-04-07,GBP,Whole Sport Plan,Fencing,London,Ealing,Ealing Central and Acton,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2011/2012,20087969,360G-ACW-20087969,The Football Association,NGB Funding 2009-13,1071723,2011-04-07,GBP,Whole Sport Plan,Association Football,London,Westminster,Cities of London and Westminster,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2011/2012,20087969,360G-ACW-20087969,The Football Association,NGB Funding 2009-13,49780,2011-12-06,GBP,School Games,Association Football,London,Westminster,Cities of London and Westminster,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2011/2012,20087969,360G-ACW-20087969,The Football Association,NGB Funding 2009-13,40220,2012-02-28,GBP,Whole Sport Plan,Association Football,London,Westminster,Cities of London and Westminster,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2011/2012,20087971,360G-ACW-20087971,Goalball UK,NGB Funding 2009-13,6842,2011-04-08,GBP,Whole Sport Plan,Goalball,West Midlands,Warwick,Warwick and Leamington,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2011/2012,20087972,360G-ACW-20087972,England Golf Partnership,NGB Funding 2009-13,776037,2011-04-07,GBP,Whole Sport Plan,Golf,London,Greenwich,Greenwich and Woolwich,Other public sector statutory body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2011/2012,20087975,360G-ACW-20087975,British Gymnastics,NGB Funding 2009-13,1101787,2011-04-07,GBP,Whole Sport Plan,Gymnastics,West Midlands,Shropshire,The Wrekin,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2011/2012,20087986,360G-ACW-20087986,England Handball Association,NGB Funding 2009-13,182640,2011-04-08,GBP,Whole Sport Plan,Handball,North West,Rossendale,Rossendale and Darwen,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2011/2012,20087987,360G-ACW-20087987,England Hockey,NGB Funding 2009-13,1209867,2011-04-07,GBP,Whole Sport Plan,Hockey,South East,Milton Keynes,Milton Keynes North,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2011/2012,20087990,360G-ACW-20087990,British Judo Association,NGB Funding 2009-13,525096,2011-04-08,GBP,Whole Sport Plan,Judo,East Midlands,Charnwood,Loughborough,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2011/2012,20087992,360G-ACW-20087992,English Lacrosse Association,NGB Funding 2009-13,92735,2011-04-08,GBP,Whole Sport Plan,Lacrosse,North West,Manchester,"Manchester, Gorton",National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2011/2012,20087994,360G-ACW-20087994,Pentathlon GB,NGB Funding 2009-13,20072,2011-04-08,GBP,Whole Sport Plan,Modern Pentathlon,South West,Bath and North East Somerset,Bath,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2011/2012,20087995,360G-ACW-20087995,British Mountaineering Council,NGB Funding 2009-13,28484,2011-04-07,GBP,Whole Sport Plan,Mountaineering,North West,Manchester,"Manchester, Withington",National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2011/2012,20087997,360G-ACW-20087997,Exercise Movement and Dance Partnership,NGB Funding 2009-13,14333,2011-04-08,GBP,Whole Sport Plan,Movement & Dance,South East,Horsham,Horsham,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2011/2012,20087999,360G-ACW-20087999,England Netball,NGB Funding 2009-13,930612,2011-04-07,GBP,Whole Sport Plan,Netball,East of England,North Hertfordshire,Hitchin and Harpenden,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2011/2012,20087999,360G-ACW-20087999,England Netball,NGB Funding 2009-13,77082,2012-01-16,GBP,Whole Sport Plan,Netball,East of England,North Hertfordshire,Hitchin and Harpenden,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2011/2012,20088001,360G-ACW-20088001,British Orienteering Federation,NGB Funding 2009-13,94851,2011-04-08,GBP,Whole Sport Plan,Orienteering,East Midlands,Derbyshire Dales,Derbyshire Dales,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2011/2012,20088002,360G-ACW-20088002,Rounders England,NGB Funding 2009-13,96110,2011-04-08,GBP,Whole Sport Plan,Rounders,Yorkshire and The Humber,Sheffield,Sheffield South East,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2011/2012,20088003,360G-ACW-20088003,British Rowing,NGB Funding 2009-13,858808,2011-04-07,GBP,Whole Sport Plan,Rowing,London,Hammersmith and Fulham,Hammersmith,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2011/2012,20088006,360G-ACW-20088006,Rugby Football League,NGB Funding 2009-13,1286614,2011-04-07,GBP,Whole Sport Plan,Rugby League,Yorkshire and The Humber,Leeds,Leeds East,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2011/2012,20088008,360G-ACW-20088008,Rugby Football Union,NGB Funding 2009-13,3765976,2011-04-07,GBP,Whole Sport Plan,Rugby Union,London,Hounslow,Brentford and Isleworth,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2011/2012,20088024,360G-ACW-20088024,Royal Yachting Association,NGB Funding 2009-13,565515,2011-04-07,GBP,Whole Sport Plan,Sailing & Yachting,South East,Eastleigh,Eastleigh,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2011/2012,20088027,360G-ACW-20088027,Great Britain Target Shooting Federation,NGB Funding 2009-13,16004,2011-06-27,GBP,Whole Sport Plan,Shooting,South East,Guildford,Woking,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2011/2012,20088031,360G-ACW-20088031,Snowsport England,NGB Funding 2009-13,39322,2011-04-08,GBP,Whole Sport Plan,Snowboarding,West Midlands,Dudley,Halesowen and Rowley Regis,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2011/2012,20088032,360G-ACW-20088032,England Squash,NGB Funding 2009-13,1232826,2011-04-07,GBP,Whole Sport Plan,Squash,North West,Manchester,Manchester Central,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2011/2012,20088040,360G-ACW-20088040,Amateur Swimming Association,NGB Funding 2009-13,1658314,2011-04-07,GBP,Whole Sport Plan,Swimming & Diving,East Midlands,Charnwood,Loughborough,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2011/2012,20088040,360G-ACW-20088040,Amateur Swimming Association,NGB Funding 2009-13,66374,2011-12-06,GBP,School Games,Swimming & Diving,East Midlands,Charnwood,Loughborough,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2011/2012,20088040,360G-ACW-20088040,Amateur Swimming Association,NGB Funding 2009-13,253626,2012-02-28,GBP,Whole Sport Plan,Swimming & Diving,East Midlands,Charnwood,Loughborough,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2011/2012,20088041,360G-ACW-20088041,English Table Tennis Association,NGB Funding 2009-13,920702,2011-04-07,GBP,Whole Sport Plan,Table Tennis,South East,Hastings,Hastings and Rye,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2011/2012,20088041,360G-ACW-20088041,English Table Tennis Association,NGB Funding 2009-13,45903,2011-12-06,GBP,School Games,Table Tennis,South East,Hastings,Hastings and Rye,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2011/2012,20088041,360G-ACW-20088041,English Table Tennis Association,NGB Funding 2009-13,37087,2012-02-28,GBP,Whole Sport Plan,Table Tennis,South East,Hastings,Hastings and Rye,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2011/2012,20088045,360G-ACW-20088045,Sport Taekwondo UK,NGB Funding 2009-13,12544,2011-04-08,GBP,Whole Sport Plan,Taekwondo,North West,Manchester,Manchester Central,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2011/2012,20088047,360G-ACW-20088047,Lawn Tennis Association,NGB Funding 2009-13,5324161,2011-04-07,GBP,Whole Sport Plan,Lawn Tennis,London,Wandsworth,Putney,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2011/2012,20088050,360G-ACW-20088050,British Triathlon Federation,NGB Funding 2009-13,140844,2011-04-08,GBP,Whole Sport Plan,Triathlon,East Midlands,Charnwood,Loughborough,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2011/2012,20088050,360G-ACW-20088050,British Triathlon Federation,NGB Funding 2009-13,26912,2011-12-06,GBP,School Games,Triathlon,East Midlands,Charnwood,Loughborough,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2011/2012,20088050,360G-ACW-20088050,British Triathlon Federation,NGB Funding 2009-13,21743,2012-02-28,GBP,Whole Sport Plan,Triathlon,East Midlands,Charnwood,Loughborough,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2011/2012,20088052,360G-ACW-20088052,Volleyball England,NGB Funding 2009-13,432398,2011-04-07,GBP,Whole Sport Plan,Volleyball,East Midlands,Charnwood,Loughborough,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2011/2012,20088052,360G-ACW-20088052,Volleyball England,NGB Funding 2009-13,44833,2011-12-06,GBP,School Games,Volleyball,East Midlands,Charnwood,Loughborough,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2011/2012,20088052,360G-ACW-20088052,Volleyball England,NGB Funding 2009-13,36222,2012-02-28,GBP,Whole Sport Plan,Volleyball,East Midlands,Charnwood,Loughborough,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2011/2012,20088056,360G-ACW-20088056,British Water Ski,NGB Funding 2009-13,41601,2011-04-07,GBP,Whole Sport Plan,Water Skiing,South East,Runnymede,Runnymede and Weybridge,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2011/2012,20088070,360G-ACW-20088070,British Weight Lifters' Association,NGB Funding 2009-13,12604,2011-04-08,GBP,Whole Sport Plan,Weightlifting,West Midlands,Shropshire,The Wrekin,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2011/2012,20088071,360G-ACW-20088071,Great Britain Wheelchair Basketball Association,NGB Funding 2009-13,142453,2011-04-08,GBP,Whole Sport Plan,Basketball,East Midlands,Charnwood,Loughborough,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2011/2012,20088071,360G-ACW-20088071,Great Britain Wheelchair Basketball Association,NGB Funding 2009-13,56252,2011-12-06,GBP,School Games,Basketball,East Midlands,Charnwood,Loughborough,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2011/2012,20088071,360G-ACW-20088071,Great Britain Wheelchair Basketball Association,NGB Funding 2009-13,45448,2012-02-28,GBP,Whole Sport Plan,Basketball,East Midlands,Charnwood,Loughborough,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2011/2012,20088075,360G-ACW-20088075,British Wrestling Association,NGB Funding 2009-13,5442,2011-04-08,GBP,Whole Sport Plan,Wrestling,East Midlands,Chesterfield,Chesterfield,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2011/2012,20090696,360G-ACW-20090696,sports coach UK,Revenue Funding 2009-13,2850000,2011-04-06,GBP,Sports Coach UK,Multi Sports,Yorkshire and The Humber,Leeds,Leeds North West,Charity,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2011/2012,2009103922,360G-ACW-2009103922,Nottinghamshire County Council,Holme Pierrepont,500000,2011-07-27,GBP,National Programme,Multi Sports,East Midlands,Rushcliffe,Rushcliffe,Local Authority,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2011/2012,2009105546,360G-ACW-2009105546,The Velodrome Trust,British Cycling WSP elite usage 2009-13,260792,2011-04-07,GBP,Whole Sport Plan,Cycling,North West,Manchester,Manchester Central,Private sector company or business,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2011/2012,2009105546,360G-ACW-2009105546,The Velodrome Trust,British Cycling WSP elite usage 2009-13,61753,2012-01-03,GBP,Whole Sport Plan,Cycling,North West,Manchester,Manchester Central,Private sector company or business,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2011/2012,2009112958,360G-ACW-2009112958,British Universities & Colleges Sport,Sport Development Capacity,160000,2011-04-07,GBP,Funded Partners,Multi Sports,London,Southwark,Bermondsey and Old Southwark,Other,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2011/2012,2009113364,360G-ACW-2009113364,Community Links Trust Limited,Get Healthy Through Sport,13234,2011-05-20,GBP,Sportsmatch,Multi Sports,London,Newham,West Ham,Charity,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2011/2012,2009115340,360G-ACW-2009115340,Football Foundation,Capital and revenue funding 2009-15,10000000,2011-05-19,GBP,Football Foundation,Association Football,London,Westminster,Cities of London and Westminster,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2011/2012,2009115507,360G-ACW-2009115507,Caterham Cricket Club,Increase participation in our junior section,2000,2011-07-01,GBP,Sportsmatch,Cricket,South East,Tandridge,East Surrey,"Formally constituted club, association or trust",GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2011/2012,2009118242,360G-ACW-2009118242,Lincolnshire Sports Partnership,CSPN Capacity Funding,40000,2012-02-28,GBP,National Programme,Sport Participation and Capacity Building,East Midlands,Lincoln,Lincoln,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
